ID,Date,Time,latitude,longitude,water_temp,light_lux,air_temp,wind_speed,salinity
1,2024-01-01,00:00:00,6.9361,79.8443,27.8185298,11.70833333,26.62674713,4.126612842,31.77581349
2,2024-01-01,06:00:00,6.9361,79.8443,27.82398726,71109.33333,27.35771688,3.439565877,31.76836717
3,2024-01-01,12:00:00,6.9361,79.8443,27.83121173,60898.83333,25.74917285,4.866908411,31.7653039
4,2024-01-01,18:00:00,6.9361,79.8443,27.83553735,47.875,25.27846464,4.786759635,31.76206302
5,2024-01-02,00:00:00,6.9361,79.8443,27.84287988,12.54166667,26.43278503,3.06487147,31.76452946
6,2024-01-02,06:00:00,6.9361,79.8443,27.84719011,70945.5,28.66478411,1.610643173,31.77496102
7,2024-01-02,12:00:00,6.9361,79.8443,27.85688756,62051.75,27.51530647,1.543421557,31.77682005
8,2024-01-02,18:00:00,6.9361,79.8443,27.86035092,49.625,26.41050402,1.407263922,31.7910899
9,2024-01-03,00:00:00,6.9361,79.8443,27.87118024,11.66666667,27.7665259,3.468485892,31.79486815
10,2024-01-03,06:00:00,6.9361,79.8443,27.86993687,70897.70833,30.0007445,2.522937422,31.7917108
11,2024-01-03,12:00:00,6.9361,79.8443,27.8751405,62552.83333,27.79799589,2.388806462,31.79902856
12,2024-01-03,18:00:00,6.9361,79.8443,27.8834932,47.41666667,26.4172732,1.888237745,31.80176617
13,2024-01-04,00:00:00,6.9361,79.8443,27.8927419,13.25,27.50177892,1.358930722,31.80076104
14,2024-01-04,06:00:00,6.9361,79.8443,27.90109804,73061.75,29.58840434,1.790157092,31.79417166
15,2024-01-04,12:00:00,6.9361,79.8443,27.89480523,61438.29167,27.8238678,1.72294819,31.79004907
16,2024-01-04,18:00:00,6.9361,79.8443,27.91245963,47.54166667,26.50811577,0.3750036191,31.78749325
17,2024-01-05,00:00:00,6.9361,79.8443,27.91307363,11.25,27.60025724,1.971246585,31.7844888
18,2024-01-05,06:00:00,6.9361,79.8443,27.9248029,71495.70833,29.51652781,3.281678935,31.7876123
19,2024-01-05,12:00:00,6.9361,79.8443,27.91741847,60510.625,27.812795,2.410743554,31.78777983
20,2024-01-05,18:00:00,6.9361,79.8443,27.93375709,46.70833333,26.51080322,2.421881328,31.79077132
21,2024-01-06,00:00:00,6.9361,79.8443,27.93237119,11.83333333,27.45429866,0.9081707969,31.78401818
22,2024-01-06,06:00:00,6.9361,79.8443,27.92776802,70933.33333,28.70695368,2.20587789,31.7747068
23,2024-01-06,12:00:00,6.9361,79.8443,27.93840819,61594.41667,26.89121882,1.568363446,31.77105972
24,2024-01-06,18:00:00,6.9361,79.8443,27.95238936,46.375,25.75821431,0.5726088944,31.75727951
25,2024-01-07,00:00:00,6.9361,79.8443,27.96329128,12.08333333,27.00224876,1.114915376,31.73481097
26,2024-01-07,06:00:00,6.9361,79.8443,27.98095376,70454.75,28.88275337,2.39809294,31.70349228
27,2024-01-07,12:00:00,6.9361,79.8443,27.95739115,61419,26.45581754,1.682682917,31.66351185
28,2024-01-07,18:00:00,6.9361,79.8443,27.97944849,48.41666667,26.12340037,1.319356429,31.63080521
29,2024-01-08,00:00:00,6.9361,79.8443,27.9833383,13.08333333,26.29881859,0.8376889403,31.6272038
30,2024-01-08,06:00:00,6.9361,79.8443,27.98555162,71520,27.3377978,2.15306286,31.66495313
31,2024-01-08,12:00:00,6.9361,79.8443,27.98826018,63158.95833,26.5685215,1.649683426,31.69930474
32,2024-01-08,18:00:00,6.9361,79.8443,28.00343595,49.625,26.09835879,1.279505661,31.7413193
33,2024-01-09,00:00:00,6.9361,79.8443,28.01289059,12.16666667,26.30758667,1.697454179,31.76260338
34,2024-01-09,06:00:00,6.9361,79.8443,28.01161437,69684.95833,27.99530919,4.635665109,31.78070219
35,2024-01-09,12:00:00,6.9361,79.8443,28.02624929,59591.20833,27.23933792,5.020396928,31.80012218
36,2024-01-09,18:00:00,6.9361,79.8443,28.03244409,46.5,26.20122528,5.510189911,31.81482076
37,2024-01-10,00:00:00,6.9361,79.8443,28.04466984,12.83333333,26.51991336,3.850236287,31.82828076
38,2024-01-10,06:00:00,6.9361,79.8443,28.05915954,71867.33333,27.53634834,1.377981844,31.84513257
39,2024-01-10,12:00:00,6.9361,79.8443,28.04294765,61646.25,26.33892441,0.624084369,31.8565635
40,2024-01-10,18:00:00,6.9361,79.8443,28.0504518,48.25,25.52871068,3.376037503,31.87087052
41,2024-01-11,00:00:00,6.9361,79.8443,28.04851597,11.41666667,26.17760595,4.055864662,31.88356252
42,2024-01-11,06:00:00,6.9361,79.8443,28.06705954,71803.58333,28.33673604,4.387289027,31.90595513
43,2024-01-11,12:00:00,6.9361,79.8443,28.0782976,60409.41667,27.31458855,5.780160685,31.93129349
44,2024-01-11,18:00:00,6.9361,79.8443,28.08111323,47.25,26.10564677,5.423116624,31.94766406
45,2024-01-12,00:00:00,6.9361,79.8443,28.07065162,13.125,26.75579135,5.442135016,31.95842954
46,2024-01-12,06:00:00,6.9361,79.8443,28.08958589,70566.66667,30.23883311,2.612352538,31.96092133
47,2024-01-12,12:00:00,6.9361,79.8443,28.10514339,60872.58333,28.02408727,1.21798446,31.9651316
48,2024-01-12,18:00:00,6.9361,79.8443,28.09648559,47.5,25.93561045,3.776145577,31.96716168
49,2024-01-13,00:00:00,6.9361,79.8443,28.11317604,11.83333333,26.81695175,5.663932502,31.9744235
50,2024-01-13,06:00:00,6.9361,79.8443,28.0960013,72960.91667,30.19300524,5.04629751,31.96928588
51,2024-01-13,12:00:00,6.9361,79.8443,28.11137847,60398.25,27.91146787,5.189803819,31.97310504
52,2024-01-13,18:00:00,6.9361,79.8443,28.12293555,46.95833333,25.61860402,5.265942653,31.96827195
53,2024-01-14,00:00:00,6.9361,79.8443,28.12322932,12.5,26.21864764,5.610473692,31.9689798
54,2024-01-14,06:00:00,6.9361,79.8443,28.13169332,70363.66667,30.23257446,4.135724664,31.97617565
55,2024-01-14,12:00:00,6.9361,79.8443,28.13739121,60665.54167,27.95272255,3.256981005,31.98141141
56,2024-01-14,18:00:00,6.9361,79.8443,28.14446202,46.875,24.86109924,5.754987419,31.98771471
